,time,temp,weather,wind,humidity,barometer,visibility,date
87,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-01
88,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-01
89,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-01
90,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-01
91,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-01
92,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-01
93,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-01
94,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-02
95,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-02
96,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-02
97,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-02
98,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-02
99,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-02
100,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-02
101,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-02
102,04:20,8 °C,Partly cloudy.,28 km/h,76%,1001 mbar,N/A,2018-01-02
103,04:50,7 °C,Partly cloudy.,28 km/h,81%,1001 mbar,N/A,2018-01-02
104,05:20,7 °C,Passing clouds.,24 km/h,81%,1001 mbar,N/A,2018-01-02
105,06:20,7 °C,Partly cloudy.,26 km/h,81%,1002 mbar,N/A,2018-01-02
106,06:50,7 °C,Passing clouds.,22 km/h,81%,1002 mbar,N/A,2018-01-02
107,07:20,7 °C,Passing clouds.,22 km/h,81%,1003 mbar,N/A,2018-01-02
108,07:50,7 °C,Sprinkles. Partly cloudy.,30 km/h,81%,1003 mbar,8 km,2018-01-02
109,08:20,6 °C,Passing clouds.,19 km/h,87%,1003 mbar,N/A,2018-01-02
110,08:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-02
111,09:20,6 °C,Passing clouds.,24 km/h,87%,1003 mbar,N/A,2018-01-02
112,09:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-02
113,10:20,7 °C,Passing clouds.,26 km/h,81%,1002 mbar,N/A,2018-01-02
114,10:50,7 °C,Passing clouds.,28 km/h,76%,1002 mbar,N/A,2018-01-02
115,11:20,7 °C,Passing clouds.,24 km/h,76%,1002 mbar,N/A,2018-01-02
116,11:50,8 °C,Passing clouds.,26 km/h,76%,1001 mbar,N/A,2018-01-02
117,12:20,8 °C,Passing clouds.,22 km/h,76%,1000 mbar,N/A,2018-01-02
118,12:50,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-02
119,13:20,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-02
120,13:50,8 °C,Broken clouds.,20 km/h,76%,998 mbar,N/A,2018-01-02
121,14:20,7 °C,Light rain. Broken clouds.,19 km/h,87%,997 mbar,8 km,2018-01-02
122,14:50,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,8 km,2018-01-02
123,15:20,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,6 km,2018-01-02
124,15:50,6 °C,Rain. Fog.,11 km/h,100%,995 mbar,4 km,2018-01-02
125,16:20,6 °C,Light rain. Partly sunny.,11 km/h,100%,995 mbar,6 km,2018-01-02
126,16:50,6 °C,Light rain. Fog.,17 km/h,93%,995 mbar,4 km,2018-01-02
127,17:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,6 km,2018-01-02
128,17:50,6 °C,Light rain. Partly cloudy.,2 km/h,93%,995 mbar,8 km,2018-01-02
129,18:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,N/A,2018-01-02
130,18:50,6 °C,Light rain. Passing clouds.,17 km/h,93%,996 mbar,7 km,2018-01-02
131,19:20,6 °C,Passing clouds.,22 km/h,87%,997 mbar,N/A,2018-01-02
132,19:50,6 °C,Passing clouds.,24 km/h,87%,998 mbar,N/A,2018-01-02
133,20:20,6 °C,Partly cloudy.,17 km/h,93%,999 mbar,N/A,2018-01-02
134,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-02
135,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-02
136,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-02
137,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-02
138,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-02
139,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-02
140,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-02
141,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-03
142,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-03
143,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-03
144,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-03
145,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-03
146,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-03
147,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-03
148,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-03
149,04:20,8 °C,Partly cloudy.,28 km/h,76%,1001 mbar,N/A,2018-01-03
150,04:50,7 °C,Partly cloudy.,28 km/h,81%,1001 mbar,N/A,2018-01-03
151,05:20,7 °C,Passing clouds.,24 km/h,81%,1001 mbar,N/A,2018-01-03
152,06:20,7 °C,Partly cloudy.,26 km/h,81%,1002 mbar,N/A,2018-01-03
153,06:50,7 °C,Passing clouds.,22 km/h,81%,1002 mbar,N/A,2018-01-03
154,07:20,7 °C,Passing clouds.,22 km/h,81%,1003 mbar,N/A,2018-01-03
155,07:50,7 °C,Sprinkles. Partly cloudy.,30 km/h,81%,1003 mbar,8 km,2018-01-03
156,08:20,6 °C,Passing clouds.,19 km/h,87%,1003 mbar,N/A,2018-01-03
157,08:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-03
158,09:20,6 °C,Passing clouds.,24 km/h,87%,1003 mbar,N/A,2018-01-03
159,09:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-03
160,10:20,7 °C,Passing clouds.,26 km/h,81%,1002 mbar,N/A,2018-01-03
161,10:50,7 °C,Passing clouds.,28 km/h,76%,1002 mbar,N/A,2018-01-03
162,11:20,7 °C,Passing clouds.,24 km/h,76%,1002 mbar,N/A,2018-01-03
163,11:50,8 °C,Passing clouds.,26 km/h,76%,1001 mbar,N/A,2018-01-03
164,12:20,8 °C,Passing clouds.,22 km/h,76%,1000 mbar,N/A,2018-01-03
165,12:50,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-03
166,13:20,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-03
167,13:50,8 °C,Broken clouds.,20 km/h,76%,998 mbar,N/A,2018-01-03
168,14:20,7 °C,Light rain. Broken clouds.,19 km/h,87%,997 mbar,8 km,2018-01-03
169,14:50,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,8 km,2018-01-03
170,15:20,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,6 km,2018-01-03
171,15:50,6 °C,Rain. Fog.,11 km/h,100%,995 mbar,4 km,2018-01-03
172,16:20,6 °C,Light rain. Partly sunny.,11 km/h,100%,995 mbar,6 km,2018-01-03
173,16:50,6 °C,Light rain. Fog.,17 km/h,93%,995 mbar,4 km,2018-01-03
174,17:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,6 km,2018-01-03
175,17:50,6 °C,Light rain. Partly cloudy.,2 km/h,93%,995 mbar,8 km,2018-01-03
176,18:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,N/A,2018-01-03
177,18:50,6 °C,Light rain. Passing clouds.,17 km/h,93%,996 mbar,7 km,2018-01-03
178,19:20,6 °C,Passing clouds.,22 km/h,87%,997 mbar,N/A,2018-01-03
179,19:50,6 °C,Passing clouds.,24 km/h,87%,998 mbar,N/A,2018-01-03
180,20:20,6 °C,Partly cloudy.,17 km/h,93%,999 mbar,N/A,2018-01-03
181,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-03
182,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-03
183,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-03
184,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-03
185,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-03
186,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-03
187,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-03
188,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-04
189,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-04
190,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-04
191,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-04
192,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-04
193,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-04
194,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-04
195,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-04
196,04:20,8 °C,Partly cloudy.,28 km/h,76%,1001 mbar,N/A,2018-01-04
197,04:50,7 °C,Partly cloudy.,28 km/h,81%,1001 mbar,N/A,2018-01-04
198,05:20,7 °C,Passing clouds.,24 km/h,81%,1001 mbar,N/A,2018-01-04
199,06:20,7 °C,Partly cloudy.,26 km/h,81%,1002 mbar,N/A,2018-01-04
200,06:50,7 °C,Passing clouds.,22 km/h,81%,1002 mbar,N/A,2018-01-04
201,07:20,7 °C,Passing clouds.,22 km/h,81%,1003 mbar,N/A,2018-01-04
202,07:50,7 °C,Sprinkles. Partly cloudy.,30 km/h,81%,1003 mbar,8 km,2018-01-04
203,08:20,6 °C,Passing clouds.,19 km/h,87%,1003 mbar,N/A,2018-01-04
204,08:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-04
205,09:20,6 °C,Passing clouds.,24 km/h,87%,1003 mbar,N/A,2018-01-04
206,09:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-04
207,10:20,7 °C,Passing clouds.,26 km/h,81%,1002 mbar,N/A,2018-01-04
208,10:50,7 °C,Passing clouds.,28 km/h,76%,1002 mbar,N/A,2018-01-04
209,11:20,7 °C,Passing clouds.,24 km/h,76%,1002 mbar,N/A,2018-01-04
210,11:50,8 °C,Passing clouds.,26 km/h,76%,1001 mbar,N/A,2018-01-04
211,12:20,8 °C,Passing clouds.,22 km/h,76%,1000 mbar,N/A,2018-01-04
212,12:50,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-04
213,13:20,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-04
214,13:50,8 °C,Broken clouds.,20 km/h,76%,998 mbar,N/A,2018-01-04
215,14:20,7 °C,Light rain. Broken clouds.,19 km/h,87%,997 mbar,8 km,2018-01-04
216,14:50,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,8 km,2018-01-04
217,15:20,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,6 km,2018-01-04
218,15:50,6 °C,Rain. Fog.,11 km/h,100%,995 mbar,4 km,2018-01-04
219,16:20,6 °C,Light rain. Partly sunny.,11 km/h,100%,995 mbar,6 km,2018-01-04
220,16:50,6 °C,Light rain. Fog.,17 km/h,93%,995 mbar,4 km,2018-01-04
221,17:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,6 km,2018-01-04
222,17:50,6 °C,Light rain. Partly cloudy.,2 km/h,93%,995 mbar,8 km,2018-01-04
223,18:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,N/A,2018-01-04
224,18:50,6 °C,Light rain. Passing clouds.,17 km/h,93%,996 mbar,7 km,2018-01-04
225,19:20,6 °C,Passing clouds.,22 km/h,87%,997 mbar,N/A,2018-01-04
226,19:50,6 °C,Passing clouds.,24 km/h,87%,998 mbar,N/A,2018-01-04
227,20:20,6 °C,Partly cloudy.,17 km/h,93%,999 mbar,N/A,2018-01-04
228,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-04
229,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-04
230,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-04
231,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-04
232,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-04
233,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-04
234,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-04
235,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-05
236,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-05
237,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-05
238,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-05
239,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-05
240,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-05
241,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-05
242,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-05
243,04:20,8 °C,Partly cloudy.,28 km/h,76%,1001 mbar,N/A,2018-01-05
244,04:50,7 °C,Partly cloudy.,28 km/h,81%,1001 mbar,N/A,2018-01-05
245,05:20,7 °C,Passing clouds.,24 km/h,81%,1001 mbar,N/A,2018-01-05
246,06:20,7 °C,Partly cloudy.,26 km/h,81%,1002 mbar,N/A,2018-01-05
247,06:50,7 °C,Passing clouds.,22 km/h,81%,1002 mbar,N/A,2018-01-05
248,07:20,7 °C,Passing clouds.,22 km/h,81%,1003 mbar,N/A,2018-01-05
249,07:50,7 °C,Sprinkles. Partly cloudy.,30 km/h,81%,1003 mbar,8 km,2018-01-05
250,08:20,6 °C,Passing clouds.,19 km/h,87%,1003 mbar,N/A,2018-01-05
251,08:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-05
252,09:20,6 °C,Passing clouds.,24 km/h,87%,1003 mbar,N/A,2018-01-05
253,09:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-05
254,10:20,7 °C,Passing clouds.,26 km/h,81%,1002 mbar,N/A,2018-01-05
255,10:50,7 °C,Passing clouds.,28 km/h,76%,1002 mbar,N/A,2018-01-05
256,11:20,7 °C,Passing clouds.,24 km/h,76%,1002 mbar,N/A,2018-01-05
257,11:50,8 °C,Passing clouds.,26 km/h,76%,1001 mbar,N/A,2018-01-05
258,12:20,8 °C,Passing clouds.,22 km/h,76%,1000 mbar,N/A,2018-01-05
259,12:50,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-05
260,13:20,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-05
261,13:50,8 °C,Broken clouds.,20 km/h,76%,998 mbar,N/A,2018-01-05
262,14:20,7 °C,Light rain. Broken clouds.,19 km/h,87%,997 mbar,8 km,2018-01-05
263,14:50,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,8 km,2018-01-05
264,15:20,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,6 km,2018-01-05
265,15:50,6 °C,Rain. Fog.,11 km/h,100%,995 mbar,4 km,2018-01-05
266,16:20,6 °C,Light rain. Partly sunny.,11 km/h,100%,995 mbar,6 km,2018-01-05
267,16:50,6 °C,Light rain. Fog.,17 km/h,93%,995 mbar,4 km,2018-01-05
268,17:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,6 km,2018-01-05
269,17:50,6 °C,Light rain. Partly cloudy.,2 km/h,93%,995 mbar,8 km,2018-01-05
270,18:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,N/A,2018-01-05
271,18:50,6 °C,Light rain. Passing clouds.,17 km/h,93%,996 mbar,7 km,2018-01-05
272,19:20,6 °C,Passing clouds.,22 km/h,87%,997 mbar,N/A,2018-01-05
273,19:50,6 °C,Passing clouds.,24 km/h,87%,998 mbar,N/A,2018-01-05
274,20:20,6 °C,Partly cloudy.,17 km/h,93%,999 mbar,N/A,2018-01-05
275,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-05
276,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-05
277,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-05
278,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-05
279,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-05
280,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-05
281,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-05
282,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-06
283,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-06
284,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-06
285,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-06
286,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-06
287,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-06
288,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-06
289,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-06
290,04:20,8 °C,Partly cloudy.,28 km/h,76%,1001 mbar,N/A,2018-01-06
291,04:50,7 °C,Partly cloudy.,28 km/h,81%,1001 mbar,N/A,2018-01-06
292,05:20,7 °C,Passing clouds.,24 km/h,81%,1001 mbar,N/A,2018-01-06
293,06:20,7 °C,Partly cloudy.,26 km/h,81%,1002 mbar,N/A,2018-01-06
294,06:50,7 °C,Passing clouds.,22 km/h,81%,1002 mbar,N/A,2018-01-06
295,07:20,7 °C,Passing clouds.,22 km/h,81%,1003 mbar,N/A,2018-01-06
296,07:50,7 °C,Sprinkles. Partly cloudy.,30 km/h,81%,1003 mbar,8 km,2018-01-06
297,08:20,6 °C,Passing clouds.,19 km/h,87%,1003 mbar,N/A,2018-01-06
298,08:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-06
299,09:20,6 °C,Passing clouds.,24 km/h,87%,1003 mbar,N/A,2018-01-06
300,09:50,6 °C,Passing clouds.,22 km/h,87%,1003 mbar,N/A,2018-01-06
301,10:20,7 °C,Passing clouds.,26 km/h,81%,1002 mbar,N/A,2018-01-06
302,10:50,7 °C,Passing clouds.,28 km/h,76%,1002 mbar,N/A,2018-01-06
303,11:20,7 °C,Passing clouds.,24 km/h,76%,1002 mbar,N/A,2018-01-06
304,11:50,8 °C,Passing clouds.,26 km/h,76%,1001 mbar,N/A,2018-01-06
305,12:20,8 °C,Passing clouds.,22 km/h,76%,1000 mbar,N/A,2018-01-06
306,12:50,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-06
307,13:20,8 °C,Passing clouds.,19 km/h,76%,999 mbar,N/A,2018-01-06
308,13:50,8 °C,Broken clouds.,20 km/h,76%,998 mbar,N/A,2018-01-06
309,14:20,7 °C,Light rain. Broken clouds.,19 km/h,87%,997 mbar,8 km,2018-01-06
310,14:50,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,8 km,2018-01-06
311,15:20,7 °C,Light rain. Broken clouds.,9 km/h,93%,996 mbar,6 km,2018-01-06
312,15:50,6 °C,Rain. Fog.,11 km/h,100%,995 mbar,4 km,2018-01-06
313,16:20,6 °C,Light rain. Partly sunny.,11 km/h,100%,995 mbar,6 km,2018-01-06
314,16:50,6 °C,Light rain. Fog.,17 km/h,93%,995 mbar,4 km,2018-01-06
315,17:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,6 km,2018-01-06
316,17:50,6 °C,Light rain. Partly cloudy.,2 km/h,93%,995 mbar,8 km,2018-01-06
317,18:20,6 °C,Light rain. Passing clouds.,7 km/h,93%,995 mbar,N/A,2018-01-06
318,18:50,6 °C,Light rain. Passing clouds.,17 km/h,93%,996 mbar,7 km,2018-01-06
319,19:20,6 °C,Passing clouds.,22 km/h,87%,997 mbar,N/A,2018-01-06
320,19:50,6 °C,Passing clouds.,24 km/h,87%,998 mbar,N/A,2018-01-06
321,20:20,6 °C,Partly cloudy.,17 km/h,93%,999 mbar,N/A,2018-01-06
322,20:50,6 °C,Passing clouds.,22 km/h,87%,1000 mbar,N/A,2018-01-06
323,21:20,6 °C,Partly cloudy.,17 km/h,93%,1000 mbar,N/A,2018-01-06
324,21:50,6 °C,Passing clouds.,15 km/h,93%,1001 mbar,N/A,2018-01-06
325,22:20,6 °C,Sprinkles. Passing clouds.,19 km/h,87%,1002 mbar,9 km,2018-01-06
326,22:50,6 °C,Passing clouds.,17 km/h,93%,1002 mbar,N/A,2018-01-06
327,23:20,6 °C,Mostly cloudy.,15 km/h,87%,1003 mbar,N/A,2018-01-06
328,23:50,6 °C,Light rain. Partly cloudy.,9 km/h,93%,1003 mbar,7 km,2018-01-06
329,00:20,9 °C,Passing clouds.,28 km/h,71%,999 mbar,N/A,2018-01-07
330,00:50,9 °C,Sprinkles. Passing clouds.,32 km/h,66%,998 mbar,N/A,2018-01-07
331,01:20,9 °C,Passing clouds.,26 km/h,71%,998 mbar,N/A,2018-01-07
332,01:50,9 °C,Sprinkles. Mostly cloudy.,30 km/h,71%,998 mbar,N/A,2018-01-07
333,02:20,8 °C,Sprinkles. Partly cloudy.,35 km/h,82%,999 mbar,8 km,2018-01-07
334,02:50,8 °C,Sprinkles. Mostly cloudy.,32 km/h,76%,1000 mbar,N/A,2018-01-07
335,03:20,8 °C,Sprinkles. Partly cloudy.,32 km/h,82%,1000 mbar,N/A,2018-01-07
336,03:50,8 °C,Overcast.,26 km/h,76%,1001 mbar,N/A,2018-01-07
